"thema","query","query_mod"
"Wirtschaft/Finanzen","Ich sehe mier die jeweiligen Parteien an.","ich sehe mier die jeweiligen parteien an."
"Arbeitsmarkt/Arbeitslosigkeit","Arbeitsministerium","arbeitsministerium"
"Gesundheit/Gesundheitssystem","zile der Partein","zile der partein"
"Umwelt/Klima/Verkehr","E-Auto","e-auto"
"Wirtschaft/Finanzen","cum ex","cum ex"
"Immigration/Einwanderung/Asyl","Flüchtlinge Bundestagswahl 2021","flüchtlinge"
"Gesundheit/Gesundheitssystem","Wahl-o-mat","wahl-o-mat"
"Umwelt/Klima/Verkehr","wahlomat","wahlomat"
"Innere Sicherheit/Kriminalität","Parteiprogramm Polizeirechte","parteiprogramm polizeirechte"
"Gesundheit/Gesundheitssystem","Karl Lauterbach","karl lauterbach"
"Arbeitsmarkt/Arbeitslosigkeit","Arbeitsplätze sichern","arbeitsplätze sichern"
"Wirtschaft/Finanzen","Wahlprogramm Partei CO2","wahlprogramm partei co2"
"Umwelt/Klima/Verkehr","Behördenfinder","behördenfinder"
"Innere Sicherheit/Kriminalität","Sylvesterausschreitungen Domplatz Köln, Reul/Polizeiarbeit NRW, G20 Gipfel Hamburg Ausschreitungen, SPD Wahlprogramm, CDU Wahlprogramm, FDP Wahlprogramm","sylvesterausschreitungen domplatz köln, reul/polizeiarbeit nrw, g20 gipfel hamburg ausschreitungen, spd wahlprogramm, cdu wahlprogramm, fdp wahlprogramm"
"Immigration/Einwanderung/Asyl","außengrenzen eu frontex wahlprogramme","außengrenzen eu frontex wahlprogramme"
"Arbeitsmarkt/Arbeitslosigkeit","Angebote anderer","angebote anderer"
"Umwelt/Klima/Verkehr","wahl-o-mat","wahl-o-mat"
"Gesundheit/Gesundheitssystem","Gesunde Ernährung","gesunde ernährung"
"Digitalisierung","wähl o mat","wähl o mat"
"Umwelt/Klima/Verkehr","Thema Naturschutz","thema naturschutz"
"Wirtschaft/Finanzen","schwach","schwach"
"Steuern","Steuererhöhung","steuererhöhung"
"Gesundheit/Gesundheitssystem","Corona","corona"
"Wirtschaft/Finanzen","Handelsblatt","handelsblatt"
"Wirtschaft/Finanzen","Wahlomat,parteieb","wahlomat,parteieb"
"Innere Sicherheit/Kriminalität","Sicherheit parteien","sicherheit parteien"
"Digitalisierung","breitbandausbau, Netzdichte","breitbandausbau, netzdichte"
"Innere Sicherheit/Kriminalität","Sicherheit in Deutschland","sicherheit in deutschland"
"Innere Sicherheit/Kriminalität","Bundesministerien, Parteien, Interviews","bundesministerien, parteien, interviews"
"Wirtschaft/Finanzen","Wer plant welche finanzielle Unterstützung für kleine Unternehmen, die unter Corona leiden, Hilfe für Flutopfer, welche Partei steht für welchen Umgang mit Afghanistan","wer plant welche finanzielle unterstützung für kleine unternehmen, die unter corona leiden, hilfe für flutopfer, welche partei steht für welchen umgang mit afghanistan"
"Gesundheit/Gesundheitssystem","Corona","corona"
"Wirtschaft/Finanzen","Leckt mich doch, ihr dummen Säue.","leckt mich doch, ihr dummen säue."
"Arbeitsmarkt/Arbeitslosigkeit","Suche arbeit","suche arbeit"
"Arbeitsmarkt/Arbeitslosigkeit","Arbeitsminister, Arbeitsamt ..","arbeitsminister, arbeitsamt .."
"Internationale Beziehungen","Eu","eu"
"Arbeitsmarkt/Arbeitslosigkeit","Wahl-omat, Wahlprogramme","wahl-omat, wahlprogramme"
"Umwelt/Klima/Verkehr","Grünen","grünen"
"Internationale Beziehungen","international","international"
"Innere Sicherheit/Kriminalität","Wahlprogramme","wahlprogramme"
"Umwelt/Klima/Verkehr","Wahlprogramm der parteien","wahlprogramm der parteien"
"Arbeitsmarkt/Arbeitslosigkeit","Mindestlohn Parteien","mindestlohn parteien"
"Gesundheit/Gesundheitssystem","was genehmigen die Krankenkassen","was genehmigen die krankenkassen"
"Gesundheit/Gesundheitssystem","altersversorgung parteiprogramm","altersversorgung parteiprogramm"
"Gesundheit/Gesundheitssystem","Covid","covid"
"Bildung","FDP","fdp"
"Innere Sicherheit/Kriminalität","Kriminalstatistik","kriminalstatistik"
"Innere Sicherheit/Kriminalität","Kriminalstatistik 2021","kriminalstatistik 2021"
"Innere Sicherheit/Kriminalität","Sicherheitssystem","sicherheitssystem"
"Immigration/Einwanderung/Asyl","Welche Partei geht wie mit Einwanderern und?","welche partei geht wie mit einwanderern und?"
"Bildung","vereinheitlichung","vereinheitlichung"
"Wirtschaft/Finanzen","Statistik Website und Handelsblatt","statistik website und handelsblatt"
"Innere Sicherheit/Kriminalität","Moslemisten verwammsen Polizisten","moslemisten verwammsen polizisten"
"Wirtschaft/Finanzen","geplante Zinsen für Sparer","geplante zinsen für sparer"
"Soziale Sicherheit/Fürsorge/Rente","spd","spd"
"Bildung","Parteiprogramme","parteiprogramme"
"Innere Sicherheit/Kriminalität","Wahlprogramm [Partei xy]","wahlprogramm [partei xy]"
"Immigration/Einwanderung/Asyl","ausländer","ausländer"
"Soziale Sicherheit/Fürsorge/Rente","Wahlomad","wahlomad"
"Soziale Sicherheit/Fürsorge/Rente","Wahlprogramme soziales","wahlprogramme soziales"
"Umwelt/Klima/Verkehr","Parteiprogramme","parteiprogramme"
"Innere Sicherheit/Kriminalität","Parteiprogramm Sicherheit Partei xy","parteiprogramm sicherheit partei xy"
"Innere Sicherheit/Kriminalität","Polizei","polizei"
"Internationale Beziehungen","Aussenpolitik","aussenpolitik"
"Digitalisierung","Windows Xp cdu","windows xp cdu"
"Gesundheit/Gesundheitssystem","Verbrechen der Politik","verbrechen der politik"
"Soziale Sicherheit/Fürsorge/Rente","Löhne","löhne"
"Bildung","Schulprogramme Bundestagswahl","schulprogramme"
"Arbeitsmarkt/Arbeitslosigkeit","bundeswahl arbeit","arbeit"
"Umwelt/Klima/Verkehr","Position der Parteien","position der parteien"
"Bildung","cdu","cdu"
"Arbeitsmarkt/Arbeitslosigkeit","Wahlprogramme 2021 Hartz4","wahlprogramme 2021 hartz4"
"Soziale Sicherheit/Fürsorge/Rente","wahl-o-mat","wahl-o-mat"
"Umwelt/Klima/Verkehr","Wahlomat","wahlomat"
"Arbeitsmarkt/Arbeitslosigkeit","Stellenangebote","stellenangebote"
"Immigration/Einwanderung/Asyl","Wahlprogramm XXX","wahlprogramm xxx"
"Immigration/Einwanderung/Asyl","Flüchtlinge","flüchtlinge"
"Immigration/Einwanderung/Asyl","Chancen für berufliche Integration von Geflüchteten","chancen für berufliche integration von geflüchteten"
"Digitalisierung","Digitalisieren","digitalisieren"
"Bildung","Pflege der deutschen Sprache","pflege der deutschen sprache"
"Gesundheit/Gesundheitssystem","Soziales","soziales"
"Umwelt/Klima/Verkehr","cdu","cdu"
"Arbeitsmarkt/Arbeitslosigkeit","Grüne","grüne"
"Internationale Beziehungen","CDU Politiker","cdu politiker"
"Innere Sicherheit/Kriminalität","gegen das volk","gegen das volk"
"Steuern","CDU","cdu"
"Internationale Beziehungen","global wahl","global wahl"
"Soziale Sicherheit/Fürsorge/Rente","Wahlomat","wahlomat"
"Bildung","Parteiprogramm","parteiprogramm"
"Innere Sicherheit/Kriminalität","Aktuelle Kriminalstatistik","aktuelle kriminalstatistik"
"Internationale Beziehungen","Kälter Krieg","kälter krieg"
"Arbeitsmarkt/Arbeitslosigkeit","Arbeitslosenhilfe","arbeitslosenhilfe"
"Steuern","Einkommenssteuersatz","einkommenssteuersatz"
"Gesundheit/Gesundheitssystem","Statistik","statistik"
"Innere Sicherheit/Kriminalität","Ausländer kriminalitet","ausländer kriminalitet"
"Innere Sicherheit/Kriminalität","parteiprogramme","parteiprogramme"
"Steuern","Vermögenssteuer","vermögenssteuer"
"Innere Sicherheit/Kriminalität","Welche Partei möchte für Sicherheit sorgen?","welche partei möchte für sicherheit sorgen?"
"Digitalisierung","Infrastruktur,Schule,","infrastruktur,schule,"
"Immigration/Einwanderung/Asyl","Wahlprogramm partei migrationspolitik","wahlprogramm partei migrationspolitik"
"Steuern","Bundesfinanzministerium","bundesfinanzministerium"
"Innere Sicherheit/Kriminalität","Kriminalstatistik 2020","kriminalstatistik 2020"
"Umwelt/Klima/Verkehr","Green","green"
"Digitalisierung","Bürokratie-Abbau, Schnelligkeit beim Behörden-Gang","bürokratie-abbau, schnelligkeit beim behörden-gang"
"Umwelt/Klima/Verkehr","ÖPV","öpv"
"Internationale Beziehungen","Internationale Einstellung","internationale einstellung"
"Arbeitsmarkt/Arbeitslosigkeit","niedrigerer Steuersatz","niedrigerer steuersatz"
"Steuern","Fdp","fdp"
"Digitalisierung","Cdu","cdu"
"Arbeitsmarkt/Arbeitslosigkeit","Arbeitslosenquote","arbeitslosenquote"
"Innere Sicherheit/Kriminalität","Verbrechen von Ausländern","verbrechen von ausländern"
"Steuern","Wahlomat","wahlomat"
"Wirtschaft/Finanzen","Wahlprogramm","wahlprogramm"
"Gesundheit/Gesundheitssystem","Wahlprogramme","wahlprogramme"
"Internationale Beziehungen","Parteiprogramme Außenpolitik","parteiprogramme außenpolitik"
"Arbeitsmarkt/Arbeitslosigkeit","Wahlprogramme Bundestagswahl 2021","wahlprogramme"
"Arbeitsmarkt/Arbeitslosigkeit","Agentur für Arbeit, Wahlprogramme","agentur für arbeit, wahlprogramme"
"Innere Sicherheit/Kriminalität","Wahlomat","wahlomat"
"Umwelt/Klima/Verkehr","Wahlversprechen 2021","wahlversprechen 2021"
"Gesundheit/Gesundheitssystem","RKI PEI EMA Divi","rki pei ema divi"
"Steuern","Steuererhöhung","steuererhöhung"
"Steuern","Wie die Kandidaten planen, die Steuer zu senken oder erhöhen?","wie die kandidaten planen, die steuer zu senken oder erhöhen?"
"Bildung","Zukunft des Lernens","zukunft des lernens"
"Internationale Beziehungen","Internetseite einer Zeitung oder eines Ministeriums, internationale Organisationen","internetseite einer zeitung oder eines ministeriums, internationale organisationen"
"Umwelt/Klima/Verkehr","Wahlprogramm Parteien","wahlprogramm parteien"
"Internationale Beziehungen","Afrika","afrika"
"Bildung","Totenhöfer","totenhöfer"
"Bildung","Schule","schule"
"Gesundheit/Gesundheitssystem","Ist Corona sehr tödlich","ist corona sehr tödlich"
"Steuern","Steuersatz","steuersatz"
"Arbeitsmarkt/Arbeitslosigkeit","Arbeitslosenzahlen","arbeitslosenzahlen"
"Innere Sicherheit/Kriminalität","Wahlprogramme","wahlprogramme"
"Arbeitsmarkt/Arbeitslosigkeit","Parteien Abreitsmarkt","parteien abreitsmarkt"
"Innere Sicherheit/Kriminalität","Einbrüche","einbrüche"
"Digitalisierung","Automatisierung","automatisierung"
"Umwelt/Klima/Verkehr","Parteiprogramme","parteiprogramme"
"Internationale Beziehungen","Russland","russland"
"Innere Sicherheit/Kriminalität","Wahlprogramm Sicherheit","wahlprogramm sicherheit"
"Internationale Beziehungen","Notwendigkeiten der internationalen Beziehungen","notwendigkeiten der internationalen beziehungen"
"Internationale Beziehungen","Europäische union","europäische union"
"Umwelt/Klima/Verkehr","Parteiprogramme","parteiprogramme"
"Steuern","Wahl o mat","wahl o mat"
"Umwelt/Klima/Verkehr","Atomstrom","atomstrom"
